0.0127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.105,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.073,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.105,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.105,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.073,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.105,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2.002,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.5613,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.0854,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.4504,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4288,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1245,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1253
