89380,-89380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-89380,96880,-7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7500,1.00E+10,-1.00E+10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.00E+10,1.00E+10,-3872000,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-3872000,6343000,-2471000,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-2471000,4942000,-2471000,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2471000,4942000,-2471000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-2471000,4942000,-2471000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-2471000,4942000,-2471000,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-2471000,4942000,-4008000,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-4008000,1.00E+10,-1.00E+10,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-1.00E+10,1.00E+10,-4770,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-4770,383560,-378790,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-378790,33787170,-13180,-20408200,-12987000,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-13180,13180,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-20408200,0,20408200,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-12987000,0,0,12987000,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
