89380,-89380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-89380,96880,-7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7500,10000007500,-1.00E+10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.00E+10,10003872000,-3872000,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-3872000,6343000,-2471000,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-2471000,4942000,-2471000,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2471000,4942000,-2471000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-2471000,4942000,-2471000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-2471000,4942000,-2471000,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-2471000,6479000,-4008000,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-4008000,10004008000,-1.00E+10,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-1.00E+10,10000033630,-33630,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-33630,412420,-378790,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-378790,33787170,-13180,-20408200,-12987000,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-13180,13180,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-20408200,0,20408200,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-12987000,0,0,12987000,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
