0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.6,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,-135
0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20,-20,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-20,20,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-135,0,0,0,0,0,0,0,0,0,0,0,0,0,135
